,name,genres,year,page_count,purchase_link,price,avg_rating,num_ratings,maturity_rating,language,description,image,authors,,,,,
1717,Building the Great Society,{'Biography & Autobiography'},2019-01-29,400,,,4,1,NOT_MATURE,en,"An ""absorbing, and astoundingly well-researched"" (NPR.org) book that takes us inside Lyndon Johnson's White House to show how the legendary Great Society programs were actually put into practice: Team of Rivals for LBJ. The personalities behind every burst of 1960s liberal reform - from civil rights and immigration reform, to Medicare and Head Start. LBJ's towering political skills and his ambitious slate of liberal legislation are the stuff of legend: the Civil Rights Act of 1964, the Voting Rights Act of 1965, Medicare, Medicaid, Head Start, and environmental reform. But what happened after the bills passed? One man could not and did not go it alone. Joshua Zeitz reanimates the creative and contentious atmosphere inside Johnson's White House as a talented and energetic group of advisers made LBJ's vision a reality. They desegregated public and private institutions throughout one third of the United States; built Medicare and Medicaid from the ground up in one year; launched federal funding for public education; provided food support for millions of poor children and adults; and launched public television and radio, all in the space of five years, even as Vietnam strained the administration's credibility and budget. Bill Moyers, Jack Valenti, Joe Califano, Harry McPherson and the other staff members who comprised LBJ's inner circle were men as pragmatic and ambitious as Johnson, equally skilled in the art of accumulating power or throwing a sharp elbow. Building the Great Society is the story of how one of the most competent White House staffs in American history - serving one of the most complicated presidents ever to occupy the Oval Office - fundamentally changed everyday life for millions of citizens and forged a legacy of compassionate and interventionist government.",http://books.google.com/books/content?id=RwaCDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Joshua Zeitz'},,,,,
1718,Rags to Riches,,2018-02-10,200,,,,,NOT_MATURE,en,"Destined for death or worse, who can save him now? This is a story about a young man so full of hurt and shame, met by a God so full of love and compassion! Find out for yourself what happens when darkness meets light, when evil meets ultimate good...",http://books.google.com/books/content?id=3CQrswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Joshua Zeitz'},,,,,
1719,Lincoln's Boys,,2014-02-04,,,,,,NOT_MATURE,en,"A timely and intimate look into Abraham Lincoln's White House through the lives of his two closest aides and confidants Lincoln's official secretaries John Hay and John Nicolay enjoyed more access, witnessed more history, and knew Lincoln better than anyone outside of the president's immediate family. Hay and Nicolay were the gatekeepers of the Lincoln legacy. They read poetry and attendeded the theater with the president, commiserated with him over Union army setbacks, and plotted electoral strategy. They were present at every seminal event, from the signing of the Emancipation Proclamation to Lincoln's delivery of the Gettysburg Address—and they wrote about it after his death. In their biography of Lincoln, Hay and Nicolay fought to establish Lincoln's heroic legacy and to preserve a narrative that saw slavery—not states' rights—as the sole cause of the Civil War. As Joshua Zeitz shows, the image of a humble man with uncommon...",http://books.google.com/books/content?id=_8hQBwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Joshua Zeitz'},,,,,
1720,1964,{'1964'},2006,15,,,,,NOT_MATURE,en,Viewing a transformation that still affects all of us - through the prism of a single year.,,{'Joshua Zeitz'},,,,,
1721,Boomer Century,{'American Life'},2005,18,,,,,NOT_MATURE,en,"What's going to happen when the most prosperous, best-educated generation in history finally grows up? (and just how special are the baby boomers?).",,{'Joshua Zeitz'},,,,,
1722,The Bonesetter's Daughter,{'Fiction'},2001-02-19,400,https://play.google.com/store/books/details?id=NjMAwG_Vbz4C&rdid=book-NjMAwG_Vbz4C&rdot=1&source=gbs_api,14.99,3,114,NOT_MATURE,en,"A mother and daughter find what they share in their bones in this compelling novel from the bestselling author of The Joy Luck Club and Where the Past Begins: A Writer’s Memoir. Ruth Young and her widowed mother have always had a difficult relationship. But when she discovers writings that vividly describe her mother’s tumultuous life growing up in China, Ruth discovers a side of LuLing that she never knew existed. Transported to a backwoods village known as Immortal Heart, Ruth learns of secrets passed along by a mute nursemaid, Precious Auntie; of a cave where dragon bones are mined; of the crumbling ravine known as the End of the World; and of the curse that LuLing believes she released through betrayal. Within the calligraphied pages awaits the truth about a mother's heart, secrets she cannot tell her daughter, yet hopes she will never forget... Conjuring the pain of broken dreams and the power of myths, The Bonesetter’s Daughter is an excavation of the human spirit: the past, its deepest wounds, its most profound hopes.",http://books.google.com/books/content?id=NjMAwG_Vbz4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Amy Tan'},,,,,
1723,The Moon Lady,,1992-01,32,,,3.5,6,NOT_MATURE,en,"Nai-nai tells her granddaughters the story of her outing, as a seven-year-old girl in China, to see the Moon Lady and be granted a secret wish. Suggested level: primary.",,{'Amy Tan'},,,,,
1724,Saving Fish From Drowning,{'Fiction'},2012-05-31,496,,,3,62,NOT_MATURE,en,"Please note that due to the limitations of some ereading devices, it was not possible to represent diacritical marks in this title. The highly anticipated novel from the bestselling author of ‘The Joy Luck Club’ and ‘The Bonesetter’s Daughter’.",http://books.google.com/books/content?id=Sm8SpTCiD_8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Amy Tan'},,,,,
1725,Firestarter,{'Fiction'},1981,401,,,3.5,1669,NOT_MATURE,en,"Andy and Vicky McGee's eight-year-old daughter, Charlie, has the ability to set things on fire and a secret government agency is determined to make use of Charlie's horrifyingly destructive gift",http://books.google.com/books/content?id=dFaLU4a3B28C&printsec=frontcover&img=1&zoom=1&source=gbs_api,{'Stephen King'},,,,,
1726,The Tommyknockers,{'Fiction'},2016-01-01,752,https://play.google.com/store/books/details?id=HrYACwAAQBAJ&rdid=book-HrYACwAAQBAJ&rdot=1&source=gbs_api,10.99,3,41,NOT_MATURE,en,"“Stephen King never stops giving us his all” (Chicago Tribune) in this #1 national bestseller about the idyllic small town of Haven, Maine, and its encounter with a deadly evil out for a diabolical invasion of body, soul—and mind. Something was happening in Bobbi Anderson’s idyllic small town of Haven, Maine. Something that gave every man, woman, and child in Haven powers far beyond those of ordinary mortals. Something that turned the town into a deathtrap for all outsiders. Something that is buried in the woods behind Bobbi’s house. With the help of her friend, Jim Gardener, they uncover an alien spaceship. And as they learn more about this strange discovery, the citizens of Haven begin to change: The townspeople are being welded into one organic, homicidal, and fearsomely brilliant entity in thrall to the Tommyknockers, who piloted the alien ship. In Tommyknockers, “Stephen King at his best” (San Francisco Chronicle), King has given us a “brilliant, riveting, marvelous” (The Boston Globe) novel. “You will not be able to put this down” (Los Angeles Times Book Review). And the next time someone raps at your door, you may want to keep the chain on. It just might be the Tommyknocker Man.",http://books.google.com/books/content?id=HrYACwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Stephen King'},,,,,
1727,Stephen King Goes to the Movies,{'Fiction'},2009-01-20,626,,,4,11,NOT_MATURE,en,"A collection of five short stories that have been made into movies includes ""The Mangler,"" in which a skeptical writer investigates a supposedly haunted hotel room that has apparently caused at least forty-two deaths.",http://books.google.com/books/content?id=Qbm5ejIoY5sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Stephen King'},,,,,
1728,Different Seasons,{'Fiction'},2017-03-28,688,,,4,84,NOT_MATURE,en,"Four novellas from Stephen King bound together by the changing of seasons, each taking on the theme of a journey with strikingly different tones and characters. This gripping collection begins with ""Rita Hayworth and the Shawshank Redemption,"" in which an unjustly imprisoned convict seeks a strange and startling revenge--the basis for the Best Picture Academy Award-nominee The Shawshank Redemption. Next is ""Apt Pupil,"" the inspiration for the film of the same name about top high school student Todd Bowden and his obsession with the dark and deadly past of an older man in town. In ""The Body,"" four rambunctious young boys plunge through the facade of a small town and come face-to-face with life, death, and intimations of their own mortality. This novella became the movie Stand By Me. Finally, a disgraced woman is determined to triumph over death in ""The Breathing Method.""--Provided by publisher.",http://books.google.com/books/content?id=lp5vDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Stephen King'},,,,,
1729,'Salem's Lot,{'Fiction'},2008-05-06,560,https://play.google.com/store/books/details?id=i-KRRR_5lbQC&rdid=book-i-KRRR_5lbQC&rdot=1&source=gbs_api,8.99,4,168,NOT_MATURE,en,"Stephen King’s second novel, the classic vampire bestseller ’SALEM’S LOT, tells the story of evil in small-town America. For the first time in a major trade edition, this terrifying novel is accompanied by previously unpublished material from King’s archive, two short stories, and eerie photographs that bring King’s fictional darkness and evil to vivid life. When Stephen King’s classic thriller’SALEM’S LOT hit the stands in 1975, it thrilled and terrified millions of readers with tales of demonic evil in small-town America. Now, thirty years later and still scaring readers witless, ’SALEM’S LOT reemerges in a brilliant new edition, complete with photographs, fifty pages of deleted and alternate scenes, and two short stories related to the events of the novel. While the original edition of ’SALEM’S LOT will forever be a premier horror classic, ’SALEM’S LOT: ILLUSTRATED EDITION, with the inclusion of material from King’s archive, is destined to become a classic in its own right and a must-have for all Stephen King fans. In this edition, the hair-raising story of Jerusalem’s Lot, a small town in Maine whose inhabitants succumb to the evil allure of a new resident, is told as the author envisioned it, complete with fifty pages of alternate and deleted scenes. With a new introduction by the author, two short stories related to the events and residents of Jerusalem’s Lot, the lavishly creepy photographs of Jerry Uelsmann, and a stunning new page design, this edition brings the story to life in words and pictures as never before. No library will be complete without this ideal collector’s item for any King aficionado, the definitive illustrated edition of the great ’SALEM’S LOT.",http://books.google.com/books/content?id=i-KRRR_5lbQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,{'Stephen King'},,,,,
