,first_name,last_name,on_tour,bestsellers,spotlight,image
783,Joshua,Zeitz,False,False,"<b>Joshua Zeitz</b> has taught American history and politics at Cambridge University, Harvard University, and Princeton University. He is the author of several books on American political and social history and has written for&#160;the&#160;<i>New York Times, </i>the<i>&#160;Washington Post,</i>&#160;<i>New Republic</i>, <i>The Atlantic</i>,<i> Dissent,</i>&#160;and&#160;<i>American Heritage</i>.&#160;He lives with his wife and two daughters in Hoboken, New Jersey.",https://images.randomhouse.com/author/58867
784,Kiana,Davenport,False,False,"<b>Kiana Davenport </b>was born and raised in Kalihi, Hawaii. Author of the critically  acclaimed novel <i>Shark Dialogues</i>, she has been a Fiction Fellow at Radcliffe's Bunting  Institute and the recipient of a Fiction Grant from the National Endowment for the  Arts. She lives in Boston and Hawaii.",https://images.randomhouse.com/author/6447
785,Lin,Oliver,False,False,"Lin Oliver&nbsp;is a children&rsquo;s book author and writer/producer of numerous&nbsp;television series and movies for children. With Henry Winkler, she writes <i>the</i>&nbsp;<i>New York Times</i>&nbsp;bestselling book series,&nbsp;<i>Hank Zipzer: World&rsquo;s Best Underachiever</i>, which has sold over 4 million copies and is a hit television series on the BBC.&nbsp;Their new chapter book series,&nbsp;<i>Here&rsquo;s Hank,&nbsp;</i>is also a&nbsp;<i>New York Times</i>&nbsp;bestseller<i>.</i>&nbsp;

 She is also the author of the&nbsp;<i>Who Shrunk Daniel Funk</i>&nbsp;quartet,&nbsp;<i>Sound Bender</i>&nbsp;and&nbsp;<i>The Shadow Mask</i>, adventure/science fiction middle grade novels she coauthored with Theo Baker. Her collection of poetry, the highly praised&nbsp;<i>Little Poems for Tiny Ears</i>, illustrated by Tomie dePaola, is being followed with another poetry collection,&nbsp;<i>Steppin&rsquo; Out: Playful Rhymes for Toddler Times</i>. Oliver is the cofounder and Executive Director of SCBWI.&nbsp;",https://images.randomhouse.com/author/55949
786,Elif,Batuman,False,False,"<b>Elif Batuman</b>&#160;has been a staff writer at&#160;<i>The New Yorker</i>&#160;since 2010. She is the author of&#160;<i>The Possessed: Adventures with Russian Books and the People Who Read Them</i>. The recipient of a Whiting Writers' Award, a Rona Jaffe Foundation Writers' Award, and a&#160;<i>Paris Review</i>&#160;Terry Southern Prize for Humor, she also holds a PhD in comparative literature from Stanford University. THE IDIOT is her first novel. She lives in Brooklyn, NY.",https://images.randomhouse.com/author/232505
787,Lynne,Cox,False,False,"<p><b>LYNNE COX</b> was born in Boston, Massachusetts, and grew up in Los Alamitos, California. She has held open-water swimming records all over the world, swimming without a wetsuit. Cox has been inducted into the International Swimming Hall of Fame. Her articles have appeared in many publications, among them <i>The New Yorker, The New York Times, </i>and the <i>Los Angeles Times Magazine</i>. Cox lives in Long Beach, California.<br><br>www.lynnecox.org&#160;<br><br><b>LYNNE COX&#160;</b>is available for select readings and lectures. To inquire about a possible appearance, please contact Penguin Random House Speakers Bureau at speakers@penguinrandomhouse.com or visit www.prhspeakers.com.<br><br></p>",https://images.randomhouse.com/author/42368
788,Mark,O'Connell,False,False,"MARK O'CONNELL&#160;is the author of <i>To Be a Machine</i>, which was awarded the 2019 Rooney Prize for Irish Literature, the&#160;2018 Wellcome Book Prize, and was shortlisted for the Baillie Gifford Prize for Non-Fiction. He is a contributor to <i>The New York Times Magazine</i>, <i>Slate</i>, and <i>The Guardian</i>. He lives in Dublin with his family.",https://images.randomhouse.com/author/305627
789,Mary,Karr,False,False,"<b>Mary Karr</b>'s poems and essays have won Pushcart prizes and have appeared in magazines such as <i>The&nbsp;New Yorker</i>,&nbsp;<i>The Atlantic</i>, and&nbsp;<i>Parnassus</i>. She was a Bunting Fellow at Radcliffe College, and is now the Jesse Truesdale Peck Professor of English Literature at Syracuse.",https://images.randomhouse.com/author/15112
790,Mary,Gordon,False,False,"<b>MARY GORDON</b> is the author of nine novels, including <i>Final Payments, The Love of My Youth, Pearl,</i> and <i>There Your Heart Lies;</i> six works of nonfiction, including the memoirs <i>Circling My Mother</i> and <i>The Shadow Man;</i> and three collections of short fiction, including <i>The Stories of Mary Gordon,</i> which was awarded the Story Prize. She teaches at Barnard College and lives in New York City.<br><br><i>Payback,</i> her ninth novel, was published by Pantheon Books in September 2020.",https://images.randomhouse.com/author/10600
791,Jack,Prelutsky,False,False,"<i>&#8220;I have always enjoyed playing with words, but I had no idea that I would be a writer. There was a time when I couldn&#8217;t stand poetry! . . . When I was a young man, I discovered poetry again and it changed my life.&#8221;&#8212;Jack Prelutsky</i><br><br>Jack Prelutsky has written more than 40 books of verse and has compiled a number of poetry anthologies. His anthology, <i>The 20th-Century Children&#8217;s Poetry Treasury</i>, includes 211 wonderful poems that represent the best the century has to offer.<br><br><b><br>ABOUT THE AUTHOR</b><br><br>For years, Jack Prelutsky&#8217;s inventive poems have inspired legions of children to fall in love with poetry. His outrageously silly poems have tickled even the most stubborn funny bones, while his darker verses have spooked countless late-night readers. His award-winning books include <i>Tyrannosaurus Was a Beast, The Dragons Are Singing Tonight, The Random House Book of Poetry for Children,</i> and <i>The Beauty of the Beast</i>.<br><br>While attending a Bronx, New York, grade school, Prelutsky took piano and voice lessons and was a regular in school shows. Surprisingly, Prelutsky developed a healthy dislike for poetry due to a teacher who &#8220;left me with the <br>impression that poetry was the literary equivalent of liver. I was told it was good for me, but I wasn&#8217;t convinced.&#8221; <br><br>In his early twenties, Prelutsky spent six months drawing imaginary animals in ink and watercolor. One evening, he wrote two dozen short poetry verses to accompany each drawing. A friend encouraged him to show them to an editor, who loved his poems (although not his artwork!) and urged him to keep writing. Prelutsky listened and he is still busy writing.<br><br>Jack Prelutsky lives on Mercer Island in Washington with his wife, Carolynn. <br><br><b>PRAISE</b><br><br>THE 20TH-CENTURY CHILDREN&#8217;S POETRY TREASURY<br>&#8220;A splendid collection.&#8221;&#8212;Starred, <i>School Library Journal</i><br><br>&#8220;Teachers and librarians will want to use this millennial volume with Prelutsky&#8217;s <i>Random House Book of Poetry</i> <i>for Children</i> to introduce our best children&#8217;s poets and encourage children to write about their immediate experience.&#8221;&#8212;<i>Booklist</i><br><br>THE RANDOM HOUSE BOOK OF POETRY FOR CHILDREN<br>&#8220;A generous collection with a distinctly upbeat tone, this gives a taste of the best poets writing for children over the last several decades.  Lobel&#8217;s drawings imbue the whole with action and graphic images as inventive as the verse. Successfully geared to meet home, school, and library needs.&#8221;&#8212;Starred, <i>Booklist </i>",https://images.randomhouse.com/author/24470
792,Chris,Raschka,False,False,"I&rsquo;m sometimes asked about my general approach to illustration, which has over the years come to be described as minimal. Hmm, I&rsquo;m not sure minimal is such a complimentary term, but I&rsquo;ll accept it. I wasn&rsquo;t always minimal. In the early days I was laying it on as thickly as I could, trying very hard to get it right. But I found that the harder I tried, the more tired whatever it was I was working on looked. And then I grew tired of it as well.<br> &#160;<br> &ldquo;There is too much sweat in it,&rdquo; is how my friend, the artist Vladimir Radunsky, would put it.&#160;<br> &#160;<br> Perhaps he means that there has been an imposition of too much of my will upon the material with which I was working. It is an offhand remark of Wordsworth&rsquo;s that helped me when I needed a new way to move forward: &ldquo;The matter always comes out of the manner.&rdquo; How you say something has direct bearing on what you say.<br> &#160;<br> So, if you labor heavily upon a work of art, then part of what you are saying is, this is a heavy work of art. If you happen to be trying to say something about lightness, then the art should be light as well.<br> &#160;<br> It is much the same with food. There are heavy meals and light meals. There are sauces that contain endless lists of ingredients, and there are sauces that contain only a few but in exquisite proportion. Does an apple taste best bitten directly into, sliced thinly with a light squeeze of lemon, or baked for an hour with nutmeg, sugar, cinnamon, flour and egg whites? Maybe the answer is that there is a time for all of those things.<br> &#160;<br> My answer in my illustration has been to allow the materials to speak as directly as possible. I want each and every entire brushstroke to be seen. I want the marks made by the tip of the brush to carry as much meaning as the marks made by the dragging tail end, the part that splits open as the paint pulls away, thins and dries. I want each brushstroke to have a beginning, a middle, and an end, a story in itself and a life in itself. Then the life of this brushstroke can wrestle with the life of the brushstroke next to it. There is enough action there between two brushstrokes for a little story. And what happens when the next brushstroke comes in a different color?&#160;<br> &#160;<br> It could be epic. Of course, if it&rsquo;s just brushstrokes wrestling around, it isn&rsquo;t much of a picture book is it? There still has to be a picture. And maybe it needs to be a picture of a dog named Daisy or a little girl riding a bike. So I have to be careful before I get too carried away in the manner itself.<br> &#160;<br> In the end, this is how it goes in my books. There are always two stories happening: one is me having fun watching brushstrokes wrestle, and the other is the story told in pictures and words on a page. It may be minimal, but it&rsquo;s enough for me.",https://images.randomhouse.com/author/67939
793,Karen M.,McManus,False,False,"Karen M. McManus earned her BA in English from the College of the Holy Cross and her MA in journalism from Northeastern University. She is the #1&#160;<i>New York Times</i> bestselling author of <i>One of Us Is Lying</i>, its sequel <i>One of Us Is Next</i>, and <i>Two  Can Keep a Secret</i>. Her work has been  published in more than 40 languages. To learn more about Karen and her books, visit karenmcmanus.com, or follow @writerkmc on Twitter and Instagram.",https://images.randomhouse.com/author/2144041
794,James,Naughton,False,False,"<b>James Naughton</b>&nbsp;won two Tony Awards for his starring roles in&nbsp;<i>City of Angels</i>&nbsp;and&nbsp;<i>Chicago</i>&nbsp;on Broadway. He directed the acclaimed revival of&nbsp;<i>Our Town</i>,&nbsp;starring Paul Newman, on Broadway and for PBS. His television appearances include&nbsp;<i>Worricker: Turks &amp; Caicos</i>,&nbsp;<i>Hostages</i>,&nbsp;<i>Damages</i>, and&nbsp;<i>Gossip Girl</i>. His films include&nbsp;<i>Factory Girl</i>,&nbsp;<i>The Devil Wears Prada</i>, and&nbsp;<i>The Glass Menagerie</i>. He has recorded his debut album&nbsp;<i>It&rsquo;s About Time</i>&nbsp;on DRG Records.",https://images.randomhouse.com/author/48384
